shot_id,campaign,current_range,divertor_config,plasma_shape,preshot_description,postshot_description,timestamp,heating,pellets,rmp_coil
22557,M7,,Conventional,,"
Repeat for 2 beams, switched off t/b-HFS puffs completely
","
Good beams, disrupts at 0.3s, good shot, EF coil settings are higher than in #13695, no signs of an ITB, much broader velocity profile compared to #22554, H-mode from 0.2s
",2009-06-03 13:56:00,,False,
22558,M7,,Conventional,,"
Repeat with NBI from 0.0s
","
Good shot, very similar to previous shot, H-mode from ~0.2s
",2009-06-03 14:14:00,,False,
22559,M7,,Conventional,,"
Shift plasma down by 4.5cm
","
Good shot, still some signs of H-mode, very similar to previous shot, although dRsep is -2 cm.
",2009-06-03 14:31:00,,False,
22560,M7,,Conventional,,"
Increase outer radius early on to match #13695, no LFS HELIOS puff (zero GAS9, deselect PV7)
","
Good shot, good radius match with #13695, still got H-mode 
",2009-06-03 14:49:00,,False,
22561,M7,,Conventional,,"
Match the fuelling, rather than the density from #13695, since previous shot has slightly higher density (as good as it gets with feedback). Switch to flow control, needed to enable GAS1 and GAS 2 beyond 0.1s, extend SW beam out to 0.35s
","
Good shot, very similar to the previous shot, gas waveform shifted 10ms earlier due to different timing of fuelling phases, prefill double of #13695
",2009-06-03 15:06:00,,False,
22562,M7,,Conventional,,"
shift gas waveform, TS at 0.27s, cut-off SS at 0.27s for poloidal rotation measurements
","
Another good shot, fuelling change was in the wrong direction (SL is color blind). Doesn't make much difference though.
",2009-06-03 15:24:00,,False,
22563,M7,,Conventional,,"
Repeat with SS beam only, correct FLOWREF
","
SS beam 50ms late, shot disrupts at 0.2s
",2009-06-03 15:42:00,,False,
22564,M7,,Conventional,,"
Repeat to get SS timing right
","
SS late by 23ms, disrupts again at 0.21s
",2009-06-03 15:58:00,,False,
22565,M7,,Conventional,,"
Restore fuelling from #22562, and repeat to get SS at t=0.0s
","
Good beam, still disrupts at 0.21s, less beam fuelling, leads to a locked mode probably.
",2009-06-03 16:15:00,,False,
22566,M7,,Conventional,,"
Switch back to density feedback
","
good shot, very similar to 22562, not quite as hot as 13695
",2009-06-03 16:32:00,,False,
22567,M7,,Conventional,,"
Repeat with both beams, enable outboard HELIOS again (GAS9, PV7), avoid TS time with gas puff.
","
Good shot, good beams, similar performance to 22562
",2009-06-03 16:53:00,,False,
22570,M7,,Conventional,,"
Standard shot for counter. It has ELM coils waveforms in it.
","
OK but ELM PSU-B failed.
",2009-06-04 08:57:00,,False,
22571,M7,,Conventional,,"
Reload 22476. No SW. SS from 50ms for 400ms.
","
OK, good beam. H-mode with some ELMs.
",2009-06-04 09:19:00,,False,
22572,M7,,Conventional,,"
Turn on ELM coils at 1.4kA from 300 until 400ms.
","
Big locked mode at 220ms. One beam breakdown. ELM coil C started OK but tripped at ~320ms.
",2009-06-04 09:35:00,,False,
22573,M7,,Conventional,,"
Increase puffing to try and get rid of the locked mode.
","
Good shot, good beam, but no ELM PSU B.
",2009-06-04 09:57:00,,False,
22574,M7,,Conventional,,"
Repeat.
","
Good beams, bad plasma. Looks like still underdense. All ELM coils worked.
",2009-06-04 10:12:00,,False,
22575,M7,,Conventional,,"
Increase fuelling again.
","
Good shot, good beams and all ELM coils worked!
",2009-06-04 10:28:00,,False,
22576,M7,,Conventional,,"
Repeat and turn off ELM coils.
","
Beam breakdowns.
",2009-06-04 10:44:00,,False,
22577,M7,,Conventional,,"
Repeat.
","
Good beams, but again there is a locked mode at 220ms, as in 22572.
",2009-06-04 11:00:00,,False,
22578,M7,,Conventional,,"
One last repeat...
","
And again a locked mode at 220ms... So we give up on this.
",2009-06-04 11:16:00,,False,
22579,M7,,Conventional,,"
Reload 22526, remove impurity puffing and use fuelling waveform from 22578. Put on ELM coils at 1.4kA from 300 to 400ms.
","
Good beam but ELM PSU A failed. H-mode with a few small ELMs.
",2009-06-04 11:32:00,,False,
22580,M7,,Conventional,,"
Retry.
","
Good beam. All ELM coils fired. Good shot.
",2009-06-04 11:48:00,,False,
22581,M7,,Conventional,,"
Turn off the ELM coils.
","
Good shot. Not apparent effect of the coils.
",2009-06-04 12:06:00,,False,
22582,M7,,Conventional,,"
Restore 22478 (SND). Change Zref to 7.5cm (was 20). Extend flow ref by 50ms.
","
Good beam. Crash at 130ms. Not a good shot.
",2009-06-04 12:28:00,,False,
22583,M7,,Conventional,,"
Reload 22538. Beam start at 0s. Select ELM coils but do not use them.
","
Crash (IRE?) at 200ms. Density is lower than in ref shot.
",2009-06-04 12:45:00,,False,
22584,M7,,Conventional,,"
Increase flow ref.
","
ELM coil D failed to fire
",2009-06-04 13:01:00,,False,
22585,M7,,Conventional,,"
Remove gas flow drop after 100 ms
","
Still has the IRE
",2009-06-04 13:17:00,,False,
22587,M7,,Conventional,,"
Try again
","
Good - and no IRE!
",2009-06-04 13:40:00,,False,
22588,M7,,Conventional,,"
Restore 22534.
Raise flowref by 15%.
Beam from 100 ms.
","
Didn't ramp down
",2009-06-04 13:56:00,,False,
22589,M7,,Conventional,,"
Use density feedback instead of flowref.
Reload GAS9 from 22587, enable PV7.
","
Whoops - because reference wasn't in density feedback, the feedback waveform wasn't showing the actual density - result - density much too low
",2009-06-04 14:12:00,,False,
22590,M7,,Conventional,,"
Set density feedback correctly - 22534 + 15%
","
Have sawteeth. Also a MARFE.
",2009-06-04 14:27:00,,False,
22591,M7,,Conventional,,"
Decrease density by 15%.
Increase ZREF by 5 cm.
","
Okay
",2009-06-04 14:41:00,,False,
22592,M7,,Conventional,,"
ZREF to +7 cm.
Density down by 5%.
","
Lost Z control - not clear why
",2009-06-04 14:59:00,,False,
22594,M7,,Conventional,,"
retry
","
No problem. Good beam and shot. Doesnt start sawteeth until 0.420, so not v. useful for sawtooth control expt. Still H mode 0.250-0.350 or so - a couple of ELMs. 
",2009-06-04 16:22:00,,False,
25860,M8,400 kA,Conventional,Connected Double Null,"
Turn ELM coils back on
","
All fired
",2011-04-28 13:15:00,Ohmic,False,True
22595,M7,,Conventional,,"
Repeat with both beams. Drop density reference after 0.150s to rely on beam fuelling. LFS Helios plenum filled with He (was D2), not yet in use. 
","
Boo. Disrupt at 0.290s. Large mode slowing from 18kHz. Desnity a bit low compared with 22561
",2009-06-04 16:43:00,,False,
22596,M7,,Conventional,,"
More gas at about 0.050s. 
","
SS beam a bit late. Seemed to fail to go into H mode. Mode absent. 
",2009-06-04 17:00:00,,False,
22597,M7,,Conventional,,"
Restore 22561 again and adjust Ip ramp for 0.150s. 
","
SS NBi broke down a couple of times. 7kHz mode braked sharply and disrupted at 0.200. Got much too big early and hit beam dumps, but is also grazing c/c until 0.180s. 
",2009-06-04 17:18:00,,False,
22598,M7,,Conventional,,"
Move Bv and Idiv w/fs 20ms earlier. 
","
better radial control but still not great. 
",2009-06-04 17:38:00,,False,
22599,M7,,Conventional,,"
.Reduce Vloop and add a bit more gas.
","
Better Ip ramp but MHD not improved. Lingering on c/c for most of discharge
",2009-06-04 17:54:00,,False,
22600,M7,,Conventional,,"
Reduce early Bv a little and raise Idiv. 
","
Fast vertical oscillation followed by VDE at 0.150s
",2009-06-04 18:14:00,,False,
22601,M7,,Conventional,,"
Revert to 22599 and adjust NBI timing.
","
Pretty much the same as 22599
",2009-06-04 18:31:00,,False,
22602,M7,,Conventional,,"
Change NBI timing.
","
SW NBI only, slow density loss after 0.220 but Ip carries on. 
",2009-06-04 18:49:00,,False,
22603,M7,,Conventional,,"
Try again.
","
OK ish. PIC failed to communicate NBI timing to operators correctly.
",2009-06-04 19:05:00,,False,
22606,M7,,Conventional,,"
Restore shot 22494, with FLOW_REF increase and GAS3 enabled.
","
Good shot.
",2009-06-05 09:21:00,,False,
22607,M7,,Conventional,,"
Repeat, with ELM coil waveforms zeroed.
","
Good shot, but density is higher than previous shot.
",2009-06-05 09:36:00,,False,
22608,M7,,Conventional,,"
Repeat, with ELM coil waveforms from 22606. Shift GAS9 and ELM coil waveforms 50ms earlier. Magic incantation to ward off malign ELM coil spirits: disable ELM coils on MCS, reset MCS, re-enable ELM coils, reset again.
","
Good shot, but no ELM coil A.
",2009-06-05 09:55:00,,False,
22609,M7,,Conventional,,"
Repeat, hoping for full ELM coil energisation.
","
Good shot with full ELM coil energisation.
",2009-06-05 10:12:00,,False,
22610,M7,,Conventional,,"
Repeat, with GAS3 disabled.
","
Good shot.
",2009-06-05 10:31:00,,False,
22611,M7,,Conventional,,"
Repeat, with ELM coils disabled.
","
Good shot.
",2009-06-05 10:47:00,,False,
22612,M7,,Conventional,,"
Restore shot 22590 (with SS NBI). Set ZREF = 3cm, reduce NELREF by 10%, disable impurity gas.
","
Good shot and SS NBI.
",2009-06-05 11:03:00,,False,
22613,M7,,Conventional,,"
Restore shot 22592 (Zref = +6.7cm) . Disable SW NBI.
","
No worries. Sawteeth show up on ZIp quite clearly. Desnity a little less than 22612 but close.  
",2009-06-05 11:20:00,,False,
22614,M7,,Conventional,,"
repeat at Zref =+8.7cm, reduce density target 5%.
","
No worries again. Integral density pretty much the same as 22613. 
",2009-06-05 11:35:00,,False,
22615,M7,,Conventional,,"
High density z=0 repeat
","
Some MARfing again
",2009-06-05 11:54:00,,False,
22616,M7,,Conventional,,"
Ohmic reference at z=5cm, medium density.
","
Fine - flattop a bit short but OK.
",2009-06-05 12:14:00,,False,
22617,M7,,Conventional,,"
rerun 22603 with intended NBI timing.
","
Oops.  That was the wrong shot.  SW started late (at 0.200). 
",2009-06-05 12:31:00,,False,
22618,M7,,Conventional,,"
Try again for 22603. 
","
Similar to reference - IRE at 0.200 then staggered on for another 0.100s
",2009-06-05 12:48:00,,False,
22619,M7,,Conventional,,"
Restore 22595 and continue Ip ramp until all flux is used (about 1MA)
","
IRE at 0.200 but more-or-less got over it and gave short flattop at 1MA. 
",2009-06-05 13:04:00,,False,
22620,M7,,Conventional,,"
repeat, exchanging beams. 
","
not good. IRE later but more violent, lost vertical control
",2009-06-05 13:22:00,,False,
22621,M7,,Conventional,,"
slow Ip ramp to hit 1MA at 0.400
","
IRE delayed but still there (0.260)
",2009-06-05 13:39:00,,False,
22622,M7,,Conventional,,"
Repeat with both beams from t=0, increase plasma radius slightly.
","
No IRE during ramp, tho sudden death at 825KA, 0.350s. Good H mode, MHD set in around 0.320s.  Not very high temperature or stored energy - broad rotation profile. 
",2009-06-05 14:00:00,,False,
22623,M7,,Conventional,,"
Set Idiv 5kA nearer zero 0.250-0.350s 
","
Good trajectory. All coils ran. Under dense. 
",2009-06-05 14:21:00,,False,
22624,M7,,Conventional,,"
repeat with ELM waveforms delayed by 0.050s and zref=-0.5cm. 
","
OK shot. 
",2009-06-05 14:37:00,,False,
22625,M7,,Conventional,,"
Restore 21447 (strong splitting) and convert to counter (700KA shot). 
","
IRE at 0.300 - just into rampdown. Strong splitting observed. All ELM coils fired. Somewhat underdense but not bad. 
",2009-06-05 14:55:00,,False,
22626,M7,,Conventional,,"
Repeat with ELM waveforms zeroed.
","
Good No IRE, no splitting and density significantly higher.
",2009-06-05 15:10:00,,False,
22629,M7,,Conventional,,"
Standard shot. (again FA3 deselected)
Color camera switched on again.
","
OK.
Real-time display needs switching of the IP sign.
",2009-06-09 14:33:00,,False,
22630,M7,,Conventional,,"
Repeat 18696.
SS NBI: start 0.03s, duration 0.29s, power: 1.9MW, voltage 66kV
SW NBI: start 0.07s, duration 0.045s, power: 1.0MW, voltage 53kV
OMAHA: start 0.23s, duration 0.10s, 5MHz sampling.
Troubles in setting up OMAHA causing delay. 
","
NBIs OK.
Plasma current ramp looks ugly, like the reference one.
Omaha is had wrong start time.
",2009-06-09 15:18:00,,False,
22631,M7,,Conventional,,"
Increase SW duration to 400ms. Omaha timing problem should be corrected now.
","
Good beams.
Disruption at the end of the current ramp-up due to nasty mode. Modification of vertical control gain yesterday may be the reason.
Omaha timing good.
",2009-06-09 15:43:00,,False,
22632,M7,,Conventional,,"
Straight repeat after Graham has changed vertical control gain back to previous value.
","
Not much better.
",2009-06-09 15:59:00,,False,
22633,M7,,Conventional,,"
Increase flow ref by 25% during the first 100ms (density feed-back after).
","
SS had 4 breakdowns.
Plasma still disrupts around 160ms.
Density in early phase exactly the same in spite of increased flow ref.
",2009-06-09 16:14:00,,False,
22634,M7,,Conventional,,"
Repeat and hope for the beams.
","
Went through without disrupting.
SS had 2 breakdowns.
",2009-06-09 16:40:00,,False,
22635,M7,,Conventional,,"
Decrease TF by 20% (to 0.468T in MCS parameters). Move SS start time 40ms earlier (start time = -10ms) to account for probable breakdowns.
","
OK. Good beams.
",2009-06-09 16:58:00,,False,
22636,M7,,Conventional,,"
Restore 22630 (including the beam settings). Decrease TF by 20% (to 0.468T in MCS parameters).
","
SS had 6 breakdowns. Early disruption.
",2009-06-09 17:17:00,,False,
22637,M7,,Conventional,,"
Repeat to get better beams.
Delay due to demanding PIC requiring change in TAE coils sampling rate.
","
No SS beam at all. Early disruption at 180ms.
",2009-06-09 17:42:00,,False,
22638,M7,,Conventional,,"
Repeat.
","
OK. Good beams.
",2009-06-09 17:58:00,,False,
22639,M7,,Conventional,,"
Restore 22635 (including beams settings). Decrease TF by 10% (down to 0.412T in MCS parameters).
","
Good beams. Very early disruption (around 150ms).
",2009-06-09 18:21:00,,False,
22640,M7,,Conventional,,"
Decrease TF by 10 more percent.
","
2 breakdowns on SS. Good shot but suspected saturation of Omaha signals.
",2009-06-09 18:36:00,,False,
22641,M7,,Conventional,,"
Straight repeat, after having changed the range of the ADC for the Omaha coils.
","
OK. Good beams. Early disruption but not a problem for today's program.
",2009-06-09 18:52:00,,False,
22642,M7,,Conventional,,"
Decrease TF by 10% (0.341T).
","
Good shot, good beams.
",2009-06-09 19:07:00,,False,
22646,M7,,Conventional,,"
Again
","
OK
",2009-06-10 10:04:00,,False,
22647,M7,,Conventional,,"
Restore 20860. Deselect FA3, select both NBIs. Request SS from 120 until 420ms and no SW for the moment (i.e. exact repeat of 20860).
","
Good beam. Density larger than in 20860. Plasma disrupts at 330ms.
",2009-06-10 10:30:00,,False,
22648,M7,,Conventional,,"
Decrease prefill by 20%. Add SW beam. 
","
Good beams. No sign of H-mode.
",2009-06-10 10:48:00,,False,
22649,M7,,Conventional,,"
Set Zref to 0 (was 0.55cm).
","
Nice long shot. Beams start on time but SS breaks down at 290ms. A few short H-mode phases driven by the sawteeth.
",2009-06-10 11:06:00,,False,
22650,M7,,Conventional,,"
Decrease Zref to -0.25cm. Set Ip gain to 0.85 to avoid massive gas puff at the end of the shot.
","
Good beams. Big plasma vertical wobbling at 120ms. H-mode phase starting at 240ms. A big mode ends the plasma when it locks.
",2009-06-10 11:50:00,,False,
22651,M7,,Conventional,,"
Delay the drop in Zref and shifted divertor current waveform by 20ms in order to avoid the wobbling.
","
No SW beam, a few breakdowns on SS.
",2009-06-10 12:16:00,,False,
22652,M7,,Conventional,,"
Repeat.
","
Good shot! H-mode with some ELMs. Shot disrupts again at 320ms due to the locking of a mode.
",2009-06-10 12:33:00,,False,
22653,M7,,Conventional,,"
Reduce SW power by ~600kW.
","
Good shot again and still H-mode.
",2009-06-10 12:51:00,,False,
22654,M7,,Conventional,,"
Reduce SS power now.
","
No SW beam. No H-mode either.
",2009-06-10 13:07:00,,False,
22655,M7,,Conventional,,"
Retry.
","
Good beams, no H-mode.
",2009-06-10 13:23:00,,False,
22656,M7,,Conventional,,"
Increase SS power.
","
Beams nearly good, just a small breakdown on SW. Short H-mode period from ~300ms.
",2009-06-10 13:40:00,,False,
22657,M7,,Conventional,,"
Restore 22091: Reduce Ip from 0.90 from 0.89MA. Restore Z-group from shot 22056
","
Plasma current still too high. No S-Beam.
",2009-06-10 14:05:00,,False,
22658,M7,,Conventional,,"
Reduce IPref to 850kA. 
","
No SW beam
",2009-06-10 14:32:00,,False,
22659,M7,,Conventional,,"
Retry
","
OK.
",2009-06-10 14:50:00,,False,
22660,M7,,Conventional,,"
Slow IP ramp rate. Flattop starts at t=200ms.
","

",2009-06-10 15:10:00,,False,
22662,M7,,Conventional,,"
Retry
","
OK, SW-beam late.
",2009-06-10 15:35:00,,False,
22664,M7,,Conventional,,"
Retry
","
OK, SW-beam late again
",2009-06-10 15:59:00,,False,
22665,M7,,Conventional,,"
Reduce Ip=0.602MA and TF=0.397T
","
Shot ends early. Ip over shots.
",2009-06-10 16:16:00,,False,
22666,M7,,Conventional,,"
Modify LV waveform to match demand.
","
Still over shots. No S-beam.
",2009-06-10 16:42:00,,False,
22667,M7,,Conventional,,"
Reduce Ip to 580kA and modfiy waveform to prevent overshot.
","
Plasma ended early again. Probably need to reduce Ip ramp.
",2009-06-10 16:59:00,,False,
22671,M7,,Conventional,,"
Repeat.
","
Ok.
",2009-06-11 10:30:00,,False,
22672,M7,,Conventional,,"
Reload 22667.
","
Slightly longer than reference.
",2009-06-11 10:51:00,,False,
22674,M7,,Conventional,,"
Repeat.
","
Longer shot, but choppy SS PINI.
",2009-06-11 11:21:00,,False,
22675,M7,,Conventional,,"
Repeat.
","
Beam ok, but short shot again.
",2009-06-11 11:36:00,,False,
22676,M7,,Conventional,,"
Set NBI start 10 ms earlier, reduced midplane inboard gas puff pressure and increased IDIV by 30%.
","
Still not good. No detachment from central column and overdense with respect to reference.
",2009-06-11 12:13:00,,False,
22677,M7,,Conventional,,"
Increase IDIV by 20% and pulled outer plasma radius out by 4 cm.
","
Ok. Got the right detachment. Plasma still overdense. Discharge killed by a mode that appears at 120 ms.
",2009-06-11 12:31:00,,False,
22678,M7,,Conventional,,"
Decreased pre-fill duration by 5 ms.
","
Density didn't change.
",2009-06-11 12:49:00,,False,
22679,M7,,Conventional,,"
Repeat 18830. Deselected FA3 and reduced limits on P1PS according to plant settings.
","
SW broke down. No H-mode.
",2009-06-11 13:19:00,,False,
22680,M7,,Conventional,,"
Increased midplane inboard puff plenum pressure and reloaded ZREF from 22678.
","
SS beam broke down. Again no H-mode.
",2009-06-11 13:37:00,,False,
22686,M7,,Conventional,,"
retry
","
ELM H mode period from 0.160 to 0.185, density slightly low at that time
",2009-06-11 15:00:00,,False,
22687,M7,,Conventional,,"
repeat with forced additional t/b fuelling up to 0.075s.  
","
i/b Helios failed. poor plasma. 
",2009-06-11 15:19:00,,False,
22688,M7,,Conventional,,"
retry
","
i/b Helios fired early - hence Ip slow to rise. NBI OK. 
",2009-06-11 15:35:00,,False,
22689,M7,,Conventional,,"
retry with Zref=0 (-0.25cm). 
","
plant worked OK, IRE at 0.170 casued loss of density and no H mode
",2009-06-11 15:56:00,,False,
22690,M7,,Conventional,,"
Try a different scenario, 21346 (Ip and TF too high) . SS NBI only. Disable i/b Helios
","
Hot and beams ran OK but no H mode. Density about 15% low - similar to 21344 in fact.
",2009-06-11 16:19:00,,False,
22691,M7,,Conventional,,"
raise gas input 10%. 
","
density didnt increase. drive voltage maxed out at 118V. No H mode. 
",2009-06-11 16:35:00,,False,
22692,M7,,Conventional,,"
SS and SW from 0.120.  Extend gas input by 0.020s. 
","
IRE at 0.190. No H mode. 
",2009-06-11 16:51:00,,False,
22693,M7,,Conventional,,"
Revert to i/b Helios fuelling. Restore 22666, run with SW only (which is what it had)
","
Very high density and no beams. SL neglected to restore the shot. 
",2009-06-11 17:07:00,,False,
22694,M7,,Conventional,,"
Try again
","
OK beam and shot.  Appears to be sawtoothing, which is odd.  Dithering/sawtooth triggered H mode. 
",2009-06-11 17:22:00,,False,
22695,M7,,Conventional,,"
Repeat with SS instead of SW and try to adjust Vloop for a better Ip ramp.
","
Much shorter shot. Ip still not good. SLJ warning 155%. Still sawtoothing and core SX level much the same as 94. Short sharp slow NTM terminates shot.
",2009-06-11 17:42:00,,False,
22696,M7,,Conventional,,"
Try to delay sawteeth by NBI from t=0, expanding plasma earlier, reduce P3 and prefill. 
","
IRE triggers major Z wobble at 0.190, density recovers spontaneously into sawtoothing H mode by the end. This IRE is actually a very slow snake. First sawtooth delayed by 0.100ms. Density and stored energy below target.
",2009-06-11 18:05:00,,False,
22697,M7,,Conventional,,"
Blip some extra gas at 0.170. 
","
Bad. 1st sawtooth back to 0.160, sawtooth at 0.210 triggers mode which kills plasma
",2009-06-11 18:27:00,,False,
22698,M7,,Conventional,,"
Try 22696 again with both beams from t=0. 
","
Large mode triggered at 0.150, disrupt at 0.200. BetaP~0.5. 
",2009-06-11 18:45:00,,False,
22699,M7,,Conventional,,"
Delay SW by 0.050s. 
","
Much the same. 
",2009-06-11 19:04:00,,False,
22702,M7,,Conventional,,"
Standard shot, 21308. Disable FA3.
","
Okay
",2009-06-12 09:32:00,,False,
22705,M7,,Conventional,,"
Retry
","
Good shot
",2009-06-12 10:19:00,,False,
22706,M7,,Conventional,,"
Add OB Helios from 22586, extending number of spikes, enable PV7.
","
Good shot
",2009-06-12 10:46:00,,False,
22707,M7,,Conventional,,"
Disable PV7 - wrong gas being injected! (was He not D)
","
Underdense - didn't enter H-mode
",2009-06-12 11:30:00,,False,
22708,M7,,Conventional,,"
Increase FLOWREF by 15% between 150 and 250 ms.
Reenable PV7.
","
SS didn't fire, Very weak H mode. 
",2009-06-12 11:45:00,,False,
22709,M7,,Conventional,,"
zero Helios gas w/f (9) and disable PV7. 
","
2 beams but still no H mode.
",2009-06-12 12:06:00,,False,
22710,M7,,Conventional,,"
Revert to density f/b - restore gas and density settings from 18715. 
","
Lost SS beam at  0.250, but good sustained H mode nevertheless. 
",2009-06-12 12:21:00,,False,
22711,M7,,Conventional,,"
Repeat with o/b Helios enabled. 
","
Density a little higher, presumably due to Helios
",2009-06-12 12:38:00,,False,
22712,M7,,Conventional,,"
repeat
","
OK beams and shot, H mode getting later (0.300) 
",2009-06-12 12:55:00,,False,
22713,M7,,Conventional,,"
Try a 'daily standard shot' with probe reciprocation (use idl rpprog).
","
OK. 
",2009-06-12 13:20:00,,False,
22714,M7,,Conventional,,"
Try for lower density to avoid probe saturation
","
No problem with shot. 
",2009-06-12 13:39:00,,False,
22715,M7,,Conventional,,"
repeat
","
OK shot. Collector current scarcely saturates but little modulation by grid voltage. 
",2009-06-12 13:59:00,,False,
22716,M7,,Conventional,,"
Ohmic standard shot again, shallower probe. 
","
OK shot. 
",2009-06-12 14:20:00,,False,
22717,M7,,Conventional,,"
Revert to i/b helios fuelled H mode shot 17582. 
","
Both beams a bit late, not bad plasma, series of small ELMs but climbing density.  Helios worked. Ip slow to take off - probably excessive early gas from Helios
",2009-06-12 14:44:00,,False,
22718,M7,,Conventional,,"
repeat
","
OK shot and beams again - H mode later but sustained longer. 
",2009-06-12 15:01:00,,False,
22721,M7,,Conventional,,"
Restore shot 21260. Deselect FA3.
","
OK.
",2009-06-16 10:12:00,,False,
22722,M7,,Conventional,,"
Repeat.
","
OK. All dust used. Z position ~1.3cm higher than reference.
",2009-06-16 10:34:00,,False,
22723,M7,,Conventional,,"
Restore standard plasma shot 21308. Deselect SS NBI, FA3.
","
OK. Z position ~1.3cm higher than reference.
",2009-06-16 10:52:00,,False,
22724,M7,,Conventional,,"
Restore shot 21649. Deselect NBI, FA3. PV7.
","
Terminated early.
",2009-06-16 11:12:00,,False,
22725,M7,,Conventional,,"
Repeat. Deselect ELM PSUs and zero EF waveforms, reduce ZREF offset, reduce DRREF.
","
OK.
",2009-06-16 11:28:00,,False,
22726,M7,,Conventional,,"
Repeat, with SW NBI enabled.
","
OK.
",2009-06-16 11:44:00,,False,
22727,M7,,Conventional,,"
Repeat with NBI timing change.
","
Terminated early.
",2009-06-16 12:02:00,,False,
22728,M7,,Conventional,,"
Repeat.
","
Terminated early.
",2009-06-16 12:19:00,,False,
22729,M7,,Conventional,,"
Repeat, with NBI earlier. Outboard Helios impurity puff active for HM. EF coil waveforms (erroneously deleted by errant SL) restored. 
","
Shot still terminated early, but NBI shows interesting mode activity.
",2009-06-16 12:38:00,,False,
22730,M7,,Conventional,,"
Repeat, with shorter NBI.
","
Good long shot.
",2009-06-16 12:57:00,,False,
22731,M7,,Conventional,,"
Increase density by 50 percent.
No beams.
","
OK.
",2009-06-16 13:14:00,,False,
22732,M7,,Conventional,,"
*** Area access before the shot required to repair the inboard Helios ***
Repeat 22715.
Switch off FA3 (still dead).
RP:  start 0.09s, duration 0.13s, voltage 8.0V
No beam.
Inboard Helios.
ZREF to -1.3cm (compensation for failing vertical coil).
","
OK.
Inboard helios OK.
Unfortunately RFA voltage swept too fast.
",2009-06-16 13:55:00,,False,
22733,M7,,Conventional,,"
Repeat. RFA settings adjusted.
","
OK.
Again issues with RFA  voltage waveform.
TS YAG signal is quite low.
",2009-06-16 14:11:00,,False,
22734,M7,,Conventional,,"
Add outboard Helios (Impurity) for extra Ti measurements: gas waveform from #22729.
RFA waveform generator reset and reprogrammed.
","
OK.
RFA worked much better now.
",2009-06-16 14:31:00,,False,
22735,M7,,Conventional,,"
Repeat with SW beam only.
SW NBI: start 0.07s, duration 0.40s, voltage 59kV, power 1.3MW
","
No beam: SL fault - forgot to select the beams!

",2009-06-16 14:47:00,,False,
22736,M7,,Conventional,,"
Try to make H-mode shot with SW NBI only (SS NBI still unavailable): repeat of 22718.
SW NBI: start 0.05s, duration 0.40s, voltage 59kV, power 1.3MW
RP off.
","
The plasma is thinking about H-mode, but isn't completely sure.
RFA voltage waveform generator playing up again.
",2009-06-16 15:05:00,,False,
22737,M7,,Conventional,,"
Repeat.
Changing the ZREF to -1cm and matching DRREF closer to xdc1_r_outer from the last shot: should hopefully push the plasma over the edge.
","
No H-mode.
RFA worked this time.
",2009-06-16 15:22:00,,False,
22738,M7,,Conventional,,"
Repeat.
SW voltage increased to 60kV.
Outboard Helios impurity puff disabled.

","
No H-mode.
",2009-06-16 15:37:00,,False,
22739,M7,,Conventional,,"
Change to SND scenario (18715) in hope of H mode.
Inboard helios switched off.
","
No H-mode. Doesn't even look like a SND.
Plasma disrupts at 0.30s: FA's for  vertical control tripped.
ZREF not correct (old shot restored for which the ZREF had issues)
",2009-06-16 15:54:00,,False,
22740,M7,,Conventional,,"
Complete repeat of 22706.
","
Beam ended early.
ELMy H-mode from 0.35s: H-mode starts when the beam ends!
",2009-06-16 16:14:00,,False,
22741,M7,,Conventional,,"
Repeat.

","
OK.
H-mode from 0.37s.
",2009-06-16 16:29:00,,False,
22742,M7,,Conventional,,"
Repeat.
Ruby TS at 0.4s.
","
Beam ended a bit early, but we still got a reproducible H-mode (after the beam stops again).
",2009-06-16 16:50:00,,False,
22743,M7,,Conventional,,"
repeat.
","
No beam (FBIS trip). No H-mode. Disruption at 0.35s.
",2009-06-16 17:02:00,,False,
22744,M7,,Conventional,,"
Repeat.
","
Very short beam (FBIS stopped beam at 0.16s).
",2009-06-16 17:20:00,,False,
22745,M7,,Conventional,,"
Repeat.
For this shot the Z velocity mixer weights were restored.
","
Beam OK, but no H-mode!
Density is quite a bit lower than in 22742.
",2009-06-16 17:36:00,,False,
22746,M7,,Conventional,,"
Repeat.
Increased FLOWREF by 20%.
","
Beam OK, still no H-mode! Still density lower than in 22742.
",2009-06-16 17:52:00,,False,
22748,M7,,Conventional,,"
Repeat
","
OK!
Full beam and H-mode!
",2009-06-16 18:11:00,,False,
22749,M7,,Conventional,,"
Repeat.
","
real-time density got problem! Affecting both density control and the beam!
No H-mode.
",2009-06-16 18:28:00,,False,
22750,M7,,Conventional,,"
Repeat.
","
OK. H-mode for 0.38s.
",2009-06-16 18:44:00,,False,
22751,M7,,Conventional,,"
Repeat.
","
And again a good shot to end the day!
",2009-06-16 19:00:00,,False,
22754,M7,,Conventional,,"
standard plasma shot, disable gas flood . TAE on. 
","
Shot OK. Vessel conditions deteriorated since 21308 - Vloop higher, SX emission higher and 1st sawtooth earlier. 
",2009-06-17 12:12:00,,False,
22755,M7,,Conventional,,"
Restore yesterday's last shot. TAE coils on. 
","
shot OK. 
",2009-06-17 12:26:00,,False,
